ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,Distance,DistanceUnit,Addr_ContactTelephone1,Addr_ContactTelephone2,Addr_ContactEmail,Addr_AccessComments,Addr_GeneralComments,Addr_RelatedURL,ConnectionType,ChargerType,UsageType,NumberOfPoints,GeneralComments,DateLastConfirmed,StatusType,DateLastStatusUpdate,DateCreated
35480,A6A783F2-5648-43F0-BB2E-C523A4A75BD8,"Kerketuinenweg 95","Kerketuinenweg 95",,"Den Haag",,"2544 CZ","Netherlands",52.048,4.25175,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:44:00 AM,1/9/2015 6:05:00 AM
35482,807D323D-60C1-422F-B0DA-2B85529DE556,"Nootdorpse Landingslaan 98","Nootdorpse Landingslaan 98",,"Den Haag",,"2496 LD","Netherlands",52.048348,4.382057,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:44:00 AM,1/9/2015 6:05:00 AM
35483,259DE4CA-3031-4D43-983A-AC2E0936F5C6,"van der Hagenstraat","van der Hagenstraat",,"Zoetermeer",,"2722 NT","Netherlands",52.04865,4.524112,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:44:00 AM,1/9/2015 6:05:00 AM
35484,30C879D5-4791-4B81-8E95-24D9BFB744FB,"J.C. van der Lansstraat 27","J.C. van der Lansstraat 27",,"Den Haag",,"2552 HM","Netherlands",52.048668,4.245059,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:44:00 AM,1/9/2015 6:05:00 AM
35485,35D1B37C-FFF6-4373-8E74-451E99279625,"Van Goghstraat 31","Van Goghstraat 31",,"Zoetermeer",,"2712 SK","Netherlands",52.048909,4.497135,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:44:00 AM,1/9/2015 6:05:00 AM
35486,68ADF3BA-EDF6-4632-9582-8131D5E0E6ED,"Hendrik Ravesteijnplein","Hendrik Ravesteijnplein",,"Rijswijk",,"2282 GT","Netherlands",52.048996,4.332541,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:44:00 AM,1/9/2015 6:05:00 AM
35487,FD420FAF-A8BA-487A-8D98-7CAAD4AD4C37,"Laan van Zuid Hoorn 56","Laan van Zuid Hoorn 56",,"Rijswijk",,"2289 DE","Netherlands",52.049607239255,4.3498751521111,,0,,,,,,"http://www.e-laad.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35489,3420D93A-F0AC-4A1E-B22D-9FB1885347D6,"Hogesteeg 1","Hogesteeg 1",,"Utrechtse Heuvelrug",,"3972 JS","Netherlands",52.050142,5.28748,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35491,FC2FF021-27DA-4ADF-B139-80E39DCC7A8B,"Kapelaan Meereboerweg","Kapelaan Meereboerweg",,"Den Haag",,"2552 RV","Netherlands",52.050811,4.237897,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35492,148909E7-DB36-426A-9A3F-9A2508A68E18,"Heeswijkplein 99","Heeswijkplein 99",,"Den Haag",,"2531 HG","Netherlands",52.050884,4.306052,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35493,268483AF-72C8-4053-8545-852BB56BD5B4,"Veenderij 27","Veenderij 27",,"Pijnacker-Nootdorp",,"2632 AS","Netherlands",52.050895,4.403672,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35495,0696AFCB-7379-43E4-B5CB-25A05BB25DD3,"Borgerstraat 69","Borgerstraat 69",,"Den Haag",,"2545 WG","Netherlands",52.051168,4.269102,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35498,17D23047-4911-4250-B280-FF4DE75DED82,"Damhertlaan 101","Damhertlaan 101",,"Utrechtse Heuvelrug",,"3972 DC","Netherlands",52.051329,5.272626,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35499,30FB3544-DB48-47BA-9144-84A2C1EBB0C6,"Westland 1","Westland 1",,"Zoetermeer",,"2716 AC","Netherlands",52.051419,4.464256,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35500,3A62DB05-65BC-4373-890F-1C7904A7C4D9,"Buizerdlaan 48","Buizerdlaan 48",,"Den Haag",,"2496 HC","Netherlands",52.051671,4.381988,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35501,64F44ACC-EEDA-4291-8F98-4272F86B0D1F,"Medlerstraat 7","Medlerstraat 7",,"Den Haag",,"2531 HA","Netherlands",52.051712,4.302979,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35503,6D8F870F-6C23-47D6-B63D-E15026831F01,"Professor de Vrijerlaan 20","Professor de Vrijerlaan 20",,"Bunnik",,"3984 JL","Netherlands",52.052438,5.231273,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35504,FF3F0FFD-17F9-43C0-A45C-57BD4051358A,"Luxemburgstraat 49","Luxemburgstraat 49",,"Den Haag",,"2552 RB","Netherlands",52.052529,4.237584,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35505,FB30D57F-2117-460A-B5AC-14E8719E6BFA,"Fuut 14","Fuut 14",,"Utrechtse Heuvelrug",,"3972 RE","Netherlands",52.0527267456055,5.26546716690063,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35507,26D288E1-4625-423E-B394-7EE45AA4ED78,"Brede Schouw","Brede Schouw",,"Bodegraven-Reeuwijk",,"2811 LJ","Netherlands",52.0535793,4.6936894,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35508,273FBFB1-1AC9-4DA0-8147-674505D73C26,"Javalaan 71","Javalaan 71",,"Zoetermeer",,"2721 KA","Netherlands",52.05368,4.53712,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35509,9E9D24A7-596C-4B4D-AF34-74D4291CE85F,"Alexanderstraat 53","Alexanderstraat 53",,"Zoetermeer",,"2713 AP","Netherlands",52.053917,4.490556,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35510,2E272136-0EAC-477C-ABDF-13D340230AAB,"Meidoornlaan","Meidoornlaan",,"Zoetermeer",,"2712 TZ","Netherlands",52.053928,4.500158,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35512,C60BB15E-AF6C-4A91-9049-6A25A5C58CDD,"Engeringstraat 41","Engeringstraat 41",,"Den Haag",,"2552 DN","Netherlands",52.054,4.241548,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35514,6EA101AC-C2DF-4225-B383-2F889E3D1B1C,"Constance Gelderblomlaan 86","Constance Gelderblomlaan 86",,"Den Haag",,"2545 ES","Netherlands",52.054085,4.265559,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35515,635DC56C-654D-4EC6-974C-BAEF9C77D67F,"Veenweg 77a","Veenweg 77a",,"Pijnacker-Nootdorp",,"2631 CK","Netherlands",52.054132,4.394995,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2); Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35516,53D24118-7012-4A61-A6D0-6D3BFF218AE2,"Beetsstraat 80","Beetsstraat 80",,"Den Haag",,"2524 PX","Netherlands",52.05424,4.311313,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35517,5502E35A-9718-4F63-89E5-4728DFE47FFB,"Van Maerlantlaan 1","Van Maerlantlaan 1",,"Den Haag",,"2531 EM","Netherlands",52.054277,4.300875,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35518,DF907E2B-7816-4943-86D3-9B2705E69E24,"Loosduinse Hoofdstraat 84","Loosduinse Hoofdstraat 84",,"Den Haag",,"2552 AK","Netherlands",52.05429,4.238323,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35519,ACCF4705-F852-4E93-9911-33BA83C1EF75,"Ravenswade","Ravenswade",,"Nieuwegein",,"3439 LD","Netherlands",52.054594,5.113862,,0,,,,,,,"CEE 7/4 - Schuko - Type F;",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35520,53B0AC9F-2749-4E04-BD9B-C6E812E18A0A,"Reeuwijkse Poort 103","Reeuwijkse Poort 103",,"Bodegraven-Reeuwijk",,"2811 MX","Netherlands",52.054744720459,4.72603273391724,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35521,31F5FA78-7FCF-4969-9E7D-ED8D8B836AED,"Hendrik Kraemerlaan 53","Hendrik Kraemerlaan 53",,"Utrechtse Heuvelrug",,"3972 SP","Netherlands",52.054925,5.268799,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35522,EBA1D481-52C3-452E-A69A-78282CA7AC2A,"Melodiestraat 3","Melodiestraat 3",,"Den Haag",,"2553 VH","Netherlands",52.054992,4.230722,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35523,4F3925CC-0B9B-4847-A062-CF8CEA985089,"Kelvinstraat 1","Kelvinstraat 1",,"Zoetermeer",,"2723 RJ","Netherlands",52.0552368164062,4.52331972122192,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35524,4D2559E6-E187-495F-AD56-A1D97DFA121C,"Gerrit van der Veenlaan 143B","Gerrit van der Veenlaan 143B",,"Den Haag",,"2552 WG","Netherlands",52.055422,4.248182,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35525,1DA2C32B-0F30-4733-A881-7B7F9814532D,"Prinses Máximaplein","Prinses Máximaplein",,"Den Haag",,"2496 ZZ","Netherlands",52.0555,4.389827,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35526,08BA63F8-CD02-4539-8772-99ACBE4C2AB8,"Willem Klooshove 37","Willem Klooshove 37",,"Nieuwegein",,"3438 PR","Netherlands",52.05566,5.08661,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",3/3/2016 12:38:00 PM,1/9/2015 6:05:00 AM
35527,A961003F-C59B-4F80-94E3-DCB5CFF7BCB5,"Van Zeggelenlaan 145","Van Zeggelenlaan 145",,"Den Haag",,"2524 AE","Netherlands",52.055741,4.316264,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35528,BA171E41-31B0-4BAC-B964-180737B95E12,"Herenstraat","Herenstraat",,"Rijswijk",,"2282 BT","Netherlands",52.056452148875,4.3367417156696,,0,,,,,,"http://www.e-laad.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35529,2649ED2B-4B8A-44A6-8CFB-9D729AA7B108,"Oude Haagweg","Oude Haagweg",,"Den Haag",,"2552 EP","Netherlands",52.056879,4.246225,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35530,3E41184B-98E9-4603-AF16-A69024438C68,"Albert Schweitzerlaan 2","Albert Schweitzerlaan 2",,"Den Haag",,"2552 PK","Netherlands",52.057,4.26059,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35531,10430797-1E29-4917-AD8A-3249C8E115F0,"Laakkade 461","Laakkade 461",,"Den Haag",,"2521 XZ","Netherlands",52.057372,4.313108,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35532,C3304CDA-F8B8-4A06-86D3-9590272F632C,"Grietpolderstraat 34","Grietpolderstraat 34",,"Den Haag",,"2493 XA","Netherlands",52.057566,4.405087,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35533,707F3C5B-D4DB-41AC-83BE-19721426351E,"Damasstraat 1","Damasstraat 1",,"Den Haag",,"2522 TJ","Netherlands",52.057577,4.329141,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35534,B552BBDA-C1DB-4354-8E9D-38110E7BBFB8,"Van den Broekstraat 3","Van den Broekstraat 3",,"Den Haag",,"2523 XH","Netherlands",52.057674,4.315467,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35535,BB533516-AF0B-4609-813F-CE0DF8E940FE,"Schoutenhoek 150","Schoutenhoek 150",,"Zoetermeer",,"2722 EK","Netherlands",52.05805,4.49984,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35536,6F5A17E2-F2A7-4161-B432-F0B9891D61F2,"Van Leeuwenhoeklaan 153","Van Leeuwenhoeklaan 153",,"Zoetermeer",,"2713 RA","Netherlands",52.058287,4.482844,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35538,72DCAC91-FA66-456C-BAE5-DFE9E8B98568,"Oud Reeuwijkseweg 22","Oud Reeuwijkseweg 22",,"Bodegraven-Reeuwijk",,"2811 KC","Netherlands",52.0585,4.71425,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35539,99832677-BC87-42AD-B0F9-DCE0695F6BAE,"Aristoteleslaan 7","Aristoteleslaan 7",,"Den Haag",,"2493 ZN","Netherlands",52.058709,4.392977,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35540,112500B8-D0B5-4E27-B0A1-4ABAF44090DB,"Zuidwijkstraat 118","Zuidwijkstraat 118",,"Zoetermeer",,"2729 KE","Netherlands",52.058857,4.53502,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35541,0818BC64-2B77-4915-B425-5C4C92365DA6,"Oosterheemplein 302","Oosterheemplein 302",,"Zoetermeer",,"2721 ND","Netherlands",52.059101,4.542113,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35542,8F06A000-0155-46B2-8046-89C152612E3E,"De Beaufortlaan 12","De Beaufortlaan 12",,"Utrechtse Heuvelrug",,"3971 BM","Netherlands",52.05905,5.29499,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35543,14554921-F7DA-4E2B-AEB5-B5DDA3A44CF7,"Allard Piersonlaan 139C","Allard Piersonlaan 139C",,"Den Haag",,"2522 MJ","Netherlands",52.059396,4.324893,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35547,A72C0187-FB79-4A83-8FD9-806AD4BD66D4,"Wartnalaan 20","Wartnalaan 20",,"Den Haag",,"2493 BG","Netherlands",52.0599571228988,4.39356151653283,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35549,ED1A36E0-1C52-4133-9827-A16BF9BFE183,"Broekslootkade 35","Broekslootkade 35",,"Rijswijk",,"2281 TB","Netherlands",52.060127,4.336972,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35550,F8FF8BE4-7703-4FF1-8E45-2B454DFE106D,"Isingstraat 251","Isingstraat 251",,"Den Haag",,"2522 JX","Netherlands",52.060152,4.320482,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35551,6A81681A-D1B8-433B-A34E-D9A0F3838738,"Oscar Romeroplein 41","Oscar Romeroplein 41",,"Den Haag",,"2552 PX","Netherlands",52.06027,4.259358,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35552,3011617A-28F5-4E90-BC8E-DF2233AF9E6F,"Lorentzplein 39","Lorentzplein 39",,"Den Haag",,"2522 ED","Netherlands",52.060319,4.327425,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35553,2A139C8D-2D74-49F2-A43A-77641F831940,"Heiloostraat 945","Heiloostraat 945",,"Den Haag",,"2547 KP","Netherlands",52.060328,4.269653,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35556,4CFEDEB0-E70F-436D-B223-20C3C96F1432,"Nieuwe Zandweg","Nieuwe Zandweg",,"Montfoort",,"3461 AG","Netherlands",52.060517,4.917331,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35558,6A6700DF-5FAE-4721-A733-3520931B5055,"Onderlangs","Onderlangs",,"Zoetermeer",,"2711 AL","Netherlands",52.060617958788,4.4876146316528,,0,,,,,,"http://www.stadshart.nl","CEE 7/4 - Schuko - Type F;",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35560,89329977-2329-46F7-8531-CB27A75633DC,"Nieuwe Zandweg","Nieuwe Zandweg",,"Montfoort",,"3461 AG","Netherlands",52.060648,4.917181,,0,,,,,,,"CEE 7/4 - Schuko - Type F;",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35561,115266F7-2E00-4391-8DA8-E39BD1455EEA,"Frankrijklaan 11","Frankrijklaan 11",,"Zoetermeer",,"2711 CV","Netherlands",52.060673,4.494563,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35563,C251D2D4-F804-4D8A-A4AD-315D4D8BFB37,"Bovenlangs","Bovenlangs",,"Zoetermeer",,"2711 AL","Netherlands",52.060835638887,4.4876146316528,,0,,,,,,"http://www.stadshart.nl","CEE 7/4 - Schuko - Type F;",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35564,4979F6F7-1221-4205-B0A0-16639CB8249A,"Jacob Schorerlaan 169","Jacob Schorerlaan 169",,"Den Haag",,"2525 ZS","Netherlands",52.060945,4.300941,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35565,97B62AC7-690C-484B-AF67-B2DEB5D8AA99,"Kosterijland 8002","Kosterijland 8002",,"Bunnik",,"3981 AJ","Netherlands",52.06118,5.21021,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35566,D34FBCF9-B120-4E49-ACFA-F4FF9E3CACA1,"IJsselsteinstraat 6","IJsselsteinstraat 6",,"Den Haag",,"2546 XD","Netherlands",52.061155,4.274979,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35568,0D40BAF5-8D96-4A71-826C-790B1AC23C3D,"Nederlandlaan","Nederlandlaan",,"MRDH",,"2711 JA","Netherlands",52.0613,4.483951,,0,,,,,,"http://www.stadshart.nl/","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35569,B2B46592-AC16-4B83-980C-856F6EA32BA8,"Simplonbaan 125","Simplonbaan 125",,"Utrecht",,"3524 GD","Netherlands",52.061421061161,5.1321575045586,,0,,,,,,,"Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35572,3E346645-DC85-4D72-A63B-C5FAF13DC7B4,"Nederlandlaan","Nederlandlaan",,"Zoetermeer",,"2711 JA","Netherlands",52.061497,4.483825,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35573,AB3376B2-8AA0-4827-B6A9-E68BFBE1DE8C,"Rossinilaan 148","Rossinilaan 148",,"Den Haag",,"2551 MK","Netherlands",52.061511,4.243061,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35574,17FE5E52-603B-4C3C-A019-F49B9340C666,"Burgemeester Smitstraat 2","Burgemeester Smitstraat 2",,"Bronckhorst",,"7221 BJ","Netherlands",52.061554635309,6.1903989315033,,0,,,,,,,"Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35575,3ED5916B-504E-4CCF-8EAF-3B7DD25B0416,"Kosterijland 20","Kosterijland 20",,"Bunnik",,"3981 AJ","Netherlands",52.0615887,5.2084713,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35576,E6A8DA98-85C3-4B0A-8C5A-47CED214A8E2,"Toldijkseweg 1","Toldijkseweg 1",,"Bronckhorst",,"7221 DA","Netherlands",52.061593,6.190782,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",3/3/2016 12:38:00 PM,1/9/2015 6:05:00 AM
35577,0E04C131-ED6E-44DB-A74A-DB1D9333CBAF,"G van der Valk Boumanstraat 30","G van der Valk Boumanstraat 30",,"Montfoort",,"3461 EL","Netherlands",52.061613,4.910421,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
35578,F7BF6784-AE71-4155-9EE9-24B43A9A61EE,"Rumpsterweg 8b","Rumpsterweg 8b",,"Bunnik",,"3981 AK","Netherlands",52.06167,5.216575,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,1/9/2015 6:05:00 AM
